exp,cp,strike,gamma,oi
2026-09-18,C,30350.0,0.0003,25.0
2026-09-18,P,30350.0,0.0003,20.0
2026-09-18,C,30375.0,0.0003,17.0
2026-09-18,P,30375.0,0.0003,4.0
2026-09-18,C,30400.0,0.0003,309.0
2026-09-18,P,30400.0,0.0003,292.0
2026-09-18,C,30425.0,0.0003,12.0
2026-09-18,P,30425.0,0.0003,10.0
2026-09-18,C,30450.0,0.0003,39.0
2026-09-18,P,30450.0,0.0003,25.0
2026-09-18,C,30475.0,0.0003,78.0
2026-09-18,P,30475.0,0.0003,70.0
2026-09-18,C,30500.0,0.0002,374.0
2026-09-18,P,30500.0,0.0002,57.0
2026-09-18,C,30525.0,0.0002,19.0
2026-09-18,P,30525.0,0.0002,8.0
2026-09-18,C,30550.0,0.0002,198.0
2026-09-18,P,30550.0,0.0002,36.0
2026-09-18,C,30575.0,0.0002,8.0
2026-09-18,P,30575.0,0.0002,1.0
2026-09-18,C,30600.0,0.0002,223.0
2026-09-18,P,30600.0,0.0002,210.0
2026-09-18,C,30625.0,0.0002,48.0
2026-09-18,P,30625.0,0.0002,19.0
2026-09-18,C,30650.0,0.0002,85.0
2026-09-18,P,30650.0,0.0002,67.0
2026-09-18,C,30675.0,0.0002,7.0
2026-09-18,P,30675.0,0.0002,2.0
2026-09-18,C,30700.0,0.0002,20.0
2026-09-18,P,30700.0,0.0002,10.0
2026-09-18,C,30725.0,0.0002,47.0
2026-09-18,P,30725.0,0.0002,38.0
2026-09-18,C,30750.0,0.0002,171.0
2026-09-18,P,30750.0,0.0002,18.0
2026-09-18,C,30775.0,0.0002,73.0
2026-09-18,P,30775.0,0.0002,28.0
2026-09-18,C,30800.0,0.0002,35.0
2026-09-18,P,30800.0,0.0002,16.0
2026-09-18,C,30825.0,0.0002,22.0
2026-09-18,P,30825.0,0.0002,14.0
2026-09-18,C,30850.0,0.0002,34.0
2026-09-18,P,30850.0,0.0002,34.0
2026-09-18,C,30875.0,0.0001,5.0
2026-09-18,P,30875.0,0.0001,0.0
2026-09-18,C,30900.0,0.0001,14.0
2026-09-18,P,30900.0,0.0001,5.0
2026-09-18,C,30925.0,0.0001,8.0
2026-09-18,P,30925.0,0.0001,1.0
2026-09-18,C,30950.0,0.0001,22.0
2026-09-18,P,30950.0,0.0001,7.0
2026-09-18,C,30975.0,0.0001,2.0
2026-09-18,P,30975.0,0.0001,0.0
2026-09-18,C,31000.0,0.0001,341.0
2026-09-18,P,31000.0,0.0001,5.0
2026-09-18,C,31025.0,0.0001,21.0
2026-09-18,P,31025.0,0.0001,1.0
2026-09-18,C,31050.0,0.0001,58.0
2026-09-18,P,31050.0,0.0001,0.0
2026-09-18,C,31075.0,0.0001,13.0
2026-09-18,P,31075.0,0.0001,1.0
2026-09-18,C,31100.0,0.0001,100.0
2026-09-18,P,31100.0,0.0001,50.0
2026-09-18,C,31125.0,0.0001,6.0
2026-09-18,P,31125.0,0.0001,0.0
2026-09-18,C,31150.0,0.0001,8.0
2026-09-18,P,31150.0,0.0001,0.0
2026-09-18,C,31175.0,0.0001,2.0
2026-09-18,P,31175.0,0.0001,0.0
2026-09-18,C,31200.0,0.0001,44.0
2026-09-18,P,31200.0,0.0001,0.0
2026-09-18,C,31225.0,0.0001,2.0
2026-09-18,P,31225.0,0.0001,0.0
2026-09-18,C,31250.0,0.0001,2.0
2026-09-18,P,31250.0,0.0001,0.0
2026-09-18,C,31275.0,0.0001,2.0
2026-09-18,P,31275.0,0.0001,0.0
2026-09-18,C,31300.0,0.0001,6.0
2026-09-18,P,31300.0,0.0001,3.0
2026-09-18,C,31325.0,0.0001,6.0
2026-09-18,P,31325.0,0.0001,0.0
2026-09-18,C,31350.0,0.0001,5.0
2026-09-18,P,31350.0,0.0001,0.0
2026-09-18,C,31375.0,0.0001,9.0
2026-09-18,P,31375.0,0.0001,0.0
2026-09-18,C,31400.0,0.0001,35.0
2026-09-18,P,31400.0,0.0001,1.0
2026-09-18,C,31425.0,0.0001,0.0
2026-09-18,P,31425.0,0.0001,0.0
2026-09-18,C,31450.0,0.0001,2.0
2026-09-18,P,31450.0,0.0001,0.0
2026-09-18,C,31475.0,0.0001,3.0
2026-09-18,P,31475.0,0.0001,0.0
2026-09-18,C,31500.0,0.0,368.0
2026-09-18,P,31500.0,0.0,5.0
2026-09-18,C,31525.0,0.0,0.0
2026-09-18,P,31525.0,0.0,0.0
2026-09-18,C,31550.0,0.0,9.0
2026-09-18,P,31550.0,0.0,0.0
2026-09-18,C,31575.0,0.0,0.0
2026-09-18,P,31575.0,0.0,0.0
2026-09-18,C,31600.0,0.0,320.0
2026-09-18,P,31600.0,0.0,3.0
2026-09-18,C,31625.0,0.0,0.0
2026-09-18,P,31625.0,0.0,0.0
2026-09-18,C,31650.0,0.0,1.0
2026-09-18,P,31650.0,0.0,0.0
2026-09-18,C,31675.0,0.0,12.0
2026-09-18,P,31675.0,0.0,0.0
2026-09-18,C,31700.0,0.0,15.0
2026-09-18,P,31700.0,0.0,0.0
2026-09-18,C,31750.0,0.0,6.0
2026-09-18,P,31750.0,0.0,0.0
2026-09-18,C,31800.0,0.0,19.0
2026-09-18,P,31800.0,0.0,0.0
2026-09-18,C,31900.0,0.0,25.0
2026-09-18,P,31900.0,0.0,0.0
2026-09-18,C,32000.0,0.0,271.0
2026-09-18,P,32000.0,0.0,20.0
2026-09-18,C,32100.0,0.0,10.0
2026-09-18,P,32100.0,0.0,0.0
2026-09-18,C,32200.0,0.0,20.0
2026-09-18,P,32200.0,0.0,0.0
2026-09-18,C,32300.0,0.0,255.0
2026-09-18,P,32300.0,0.0,0.0
2026-09-18,C,32400.0,0.0,16.0
2026-09-18,P,32400.0,0.0,0.0
2026-09-18,C,32500.0,0.0,89.0
2026-09-18,P,32500.0,0.0,0.0
2026-09-18,C,32600.0,0.0,93.0
2026-09-18,P,32600.0,0.0,0.0
2026-09-18,C,32700.0,0.0,1.0
2026-09-18,P,32700.0,0.0,0.0
2026-09-18,C,32800.0,0.0,12.0
2026-09-18,P,32800.0,0.0,0.0
2026-09-18,C,32900.0,0.0,0.0
2026-09-18,P,32900.0,0.0,0.0
2026-09-18,C,33000.0,0.0,466.0
2026-09-18,P,33000.0,0.0,0.0
2026-09-18,C,33100.0,0.0,0.0
2026-09-18,P,33100.0,0.0,0.0
2026-09-18,C,33200.0,0.0,196.0
2026-09-18,P,33200.0,0.0,0.0
2026-09-18,C,33400.0,0.0,305.0
2026-09-18,P,33400.0,0.0,0.0
2026-09-18,C,33500.0,0.0,58.0
2026-09-18,P,33500.0,0.0,0.0
2026-09-18,C,33600.0,0.0,98.0
2026-09-18,P,33600.0,0.0,0.0
2026-09-18,C,33800.0,0.0,17.0
2026-09-18,P,33800.0,0.0,0.0
2026-09-18,C,34000.0,0.0,478.0
2026-09-18,P,34000.0,0.0,0.0
2026-09-18,C,34200.0,0.0,5.0
2026-09-18,P,34200.0,0.0,0.0
2026-09-18,C,34400.0,0.0,3.0
2026-09-18,P,34400.0,0.0,0.0
2026-09-18,C,34500.0,0.0,32.0
2026-09-18,P,34500.0,0.0,0.0
2026-09-18,C,34600.0,0.0,2.0
2026-09-18,P,34600.0,0.0,0.0
2026-09-18,C,35000.0,0.0,191.0
2026-09-18,P,35000.0,0.0,0.0
2026-09-18,C,35500.0,0.0,17.0
2026-09-18,P,35500.0,0.0,0.0
2026-09-18,C,36000.0,0.0,99.0
2026-09-18,P,36000.0,0.0,0.0
2026-09-18,C,36500.0,0.0,30.0
2026-09-18,P,36500.0,0.0,0.0
